Filename,Label,Duration (seconds)
XC489189.ogg,abhori1,69.6
XC489199.ogg,abhori1,48.696
XC492716.ogg,abhori1,27.663
XC502782.ogg,abhori1,5.53796875
XC511033.ogg,abhori1,21.603
XC513159.ogg,abhori1,148.632
XC531229.ogg,abhori1,23.092
XC533571.ogg,abhori1,59.141
XC536488.ogg,abhori1,24.55509375
XC540578.ogg,abhori1,35.976
XC541155.ogg,abhori1,20.244
XC541157.ogg,abhori1,22.073
XC546582.ogg,abhori1,18.24
XC547998.ogg,abhori1,25.8
XC568398.ogg,abhori1,17.65878125
XC585198.ogg,abhori1,30.048
XC595798.ogg,abhori1,12.303
XC601811.ogg,abhori1,7.896
XC602953.ogg,abhori1,153.96571875
XC607151.ogg,abhori1,11.904
XC607403.ogg,abhori1,16.992
XC611614.ogg,abhori1,161.07103125
XC623054.ogg,abhori1,22.726
XC623062.ogg,abhori1,45.244
XC634810.ogg,abhori1,53.256
XC640718.ogg,abhori1,92.995
XC640719.ogg,abhori1,36.44
XC641917.ogg,abhori1,139.311
XC649551.ogg,abhori1,41.87428125
XC649808.ogg,abhori1,36.519
XC649809.ogg,abhori1,42.893
XC667117.ogg,abhori1,22.151
XC683139.ogg,abhori1,32.0
XC725207.ogg,abhori1,13.4530625
XC728781.ogg,abhori1,70.87021875
XC728785.ogg,abhori1,24.8685625
XC728792.ogg,abhori1,91.5591875
XC737347.ogg,abhori1,217.91346875
XC748240.ogg,abhori1,9.864
XC748241.ogg,abhori1,72.36
XC748256.ogg,abhori1,101.28
XC750200.ogg,abhori1,30.51103125
XC750395.ogg,abhori1,13.5053125
XC755794.ogg,abhori1,28.7608125
XC115981.ogg,abythr1,35.184
XC115983.ogg,abythr1,66.768
XC122413.ogg,abythr1,26.958375
XC124898.ogg,abythr1,31.656
XC125862.ogg,abythr1,51.816
XC205444.ogg,abythr1,62.32815625
XC221571.ogg,abythr1,7.1053125
XC227239.ogg,abythr1,74.9453125
XC233199.ogg,abythr1,57.41715625
XC233200.ogg,abythr1,61.67509375
XC233201.ogg,abythr1,66.638375
XC234743.ogg,abythr1,12.9045
XC266325.ogg,abythr1,64.944
XC268145.ogg,abythr1,91.08
XC293962.ogg,abythr1,18.80815625
XC294946.ogg,abythr1,21.1330625
XC364265.ogg,abythr1,15.9869375
XC366683.ogg,abythr1,123.35
XC399239.ogg,abythr1,23.98
XC439338.ogg,abythr1,11.304
XC439410.ogg,abythr1,17.184
XC467554.ogg,abythr1,34.089
XC509507.ogg,abythr1,55.6408125
XC514222.ogg,abythr1,10.272
XC537876.ogg,abythr1,26.0963125
XC620997.ogg,abythr1,49.50203125
XC748838.ogg,abythr1,13.3485625
XC753138.ogg,abythr1,59.92490625
XC200995.ogg,afbfly1,105.16896875
XC206826.ogg,afbfly1,78.36734375
XC207017.ogg,afbfly1,35.0824375
XC296098.ogg,afbfly1,55.104
XC301282.ogg,afbfly1,22.9355
XC316010.ogg,afbfly1,51.226125
XC360444.ogg,afbfly1,6.00815625
XC405127.ogg,afbfly1,53.42
XC405128.ogg,afbfly1,12.12
XC432526.ogg,afbfly1,65.358375
XC530141.ogg,afbfly1,1.358375
XC530142.ogg,afbfly1,40.3853125
XC530243.ogg,afbfly1,6.816
XC530244.ogg,afbfly1,42.24
XC530245.ogg,afbfly1,50.376
XC608068.ogg,afbfly1,26.59265625
XC710698.ogg,afbfly1,44.98284375
XC718068.ogg,afbfly1,21.864
XC115969.ogg,afdfly1,28.16
XC120993.ogg,afdfly1,21.528
XC125305.ogg,afdfly1,13.848
XC125306.ogg,afdfly1,11.736
XC125307.ogg,afdfly1,21.048
XC247896.ogg,afdfly1,30.850625
XC267173.ogg,afdfly1,69.12
XC289777.ogg,afdfly1,16.561625
XC289790.ogg,afdfly1,27.4808125
XC298436.ogg,afdfly1,1.12325
XC301601.ogg,afdfly1,75.389
XC313385.ogg,afdfly1,8.67265625
XC316911.ogg,afdfly1,34.584
XC320822.ogg,afdfly1,23.688
XC324019.ogg,afdfly1,19.069375
XC326422.ogg,afdfly1,7.915
XC333785.ogg,afdfly1,9.22121875
XC342019.ogg,afdfly1,23.6146875
XC344501.ogg,afdfly1,15.09878125
XC344763.ogg,afdfly1,35.84
XC352937.ogg,afdfly1,84.12
XC396575.ogg,afdfly1,18.33796875
XC412147.ogg,afdfly1,31.19
XC460556.ogg,afdfly1,31.73878125
XC467010.ogg,afdfly1,25.75675
XC467602.ogg,afdfly1,11.311
XC585211.ogg,afdfly1,21.504
XC645933.ogg,afdfly1,68.571
XC664991.ogg,afdfly1,16.431
XC682079.ogg,afdfly1,46.68
XC754037.ogg,afdfly1,16.561625
XC115261.ogg,afecuc1,51.7746875
XC115262.ogg,afecuc1,35.1869375
XC118454.ogg,afecuc1,31.4253125
XC125132.ogg,afecuc1,52.19265625
XC125133.ogg,afecuc1,14.34121875
XC125134.ogg,afecuc1,14.053875
XC137080.ogg,afecuc1,13.008
XC138027.ogg,afecuc1,66.74284375
XC138030.ogg,afecuc1,44.32978125
XC138032.ogg,afecuc1,22.02121875
XC157007.ogg,afecuc1,12.0685625
XC164104.ogg,afecuc1,31.776
XC169673.ogg,afecuc1,27.5591875
XC179668.ogg,afecuc1,40.64653125
XC196096.ogg,afecuc1,38.4
XC200575.ogg,afecuc1,25.96571875
XC205582.ogg,afecuc1,14.13225
XC205693.ogg,afecuc1,31.2163125
XC233904.ogg,afecuc1,18.75590625
XC233905.ogg,afecuc1,15.67346875
XC233906.ogg,afecuc1,6.79184375
XC237570.ogg,afecuc1,11.07590625
XC237571.ogg,afecuc1,15.59509375
XC264908.ogg,afecuc1,56.293875
XC265153.ogg,afecuc1,52.506125
XC265154.ogg,afecuc1,45.68815625
XC266329.ogg,afecuc1,47.76
XC283230.ogg,afecuc1,25.730625
XC285391.ogg,afecuc1,70.2955
XC288081.ogg,afecuc1,68.04
XC288123.ogg,afecuc1,23.76
XC289342.ogg,afecuc1,22.70040625
XC289343.ogg,afecuc1,14.02775
XC295582.ogg,afecuc1,13.60978125
XC302962.ogg,afecuc1,44.064
XC302964.ogg,afecuc1,52.536
XC316015.ogg,afecuc1,14.8636875
XC328695.ogg,afecuc1,4.85878125
XC334108.ogg,afecuc1,129.071
XC336129.ogg,afecuc1,25.18203125
XC336131.ogg,afecuc1,40.01959375
XC337884.ogg,afecuc1,43.441
XC337885.ogg,afecuc1,18.155
XC347513.ogg,afecuc1,7.706125
XC347514.ogg,afecuc1,3.918375
XC347516.ogg,afecuc1,3.9445
XC348764.ogg,afecuc1,96.287
XC350089.ogg,afecuc1,31.3991875
XC359007.ogg,afecuc1,8.56815625
XC389041.ogg,afecuc1,52.24490625
XC396810.ogg,afecuc1,22.62203125
XC396811.ogg,afecuc1,8.12409375
XC397446.ogg,afecuc1,16.19590625
XC397447.ogg,afecuc1,4.12734375
XC397448.ogg,afecuc1,13.16571875
XC397560.ogg,afecuc1,5.17225
XC399950.ogg,afecuc1,69.43346875
XC399979.ogg,afecuc1,83.0955
XC401269.ogg,afecuc1,36.576
XC404370.ogg,afecuc1,28.708
XC413122.ogg,afecuc1,58.801
XC422280.ogg,afecuc1,72.4636875
XC460515.ogg,afecuc1,31.19021875
XC460517.ogg,afecuc1,23.170625
XC486574.ogg,afecuc1,39.68
XC498546.ogg,afecuc1,39.24
XC498547.ogg,afecuc1,23.352
XC504215.ogg,afecuc1,33.02728125
XC514164.ogg,afecuc1,18.72978125
XC514165.ogg,afecuc1,16.27428125
XC514216.ogg,afecuc1,33.149375
XC514296.ogg,afecuc1,12.53878125
XC516111.ogg,afecuc1,10.032
XC522379.ogg,afecuc1,13.71428125
XC524394.ogg,afecuc1,48.927
XC524395.ogg,afecuc1,10.135
XC525272.ogg,afecuc1,22.047
XC525298.ogg,afecuc1,30.432
XC539541.ogg,afecuc1,20.952
XC591478.ogg,afecuc1,214.83103125
XC595802.ogg,afecuc1,21.054
XC608584.ogg,afecuc1,18.599
XC621416.ogg,afecuc1,54.048
XC621765.ogg,afecuc1,90.36
XC679785.ogg,afecuc1,86.208
XC690136.ogg,afecuc1,75.0
XC690366.ogg,afecuc1,33.768
XC692106.ogg,afecuc1,72.552
XC700647.ogg,afecuc1,56.16325
XC709886.ogg,afecuc1,6.948
XC196121.ogg,affeag1,7.52325
XC200576.ogg,affeag1,7.91509375
XC227660.ogg,affeag1,6.06040625
XC253031.ogg,affeag1,8.4114375
XC267425.ogg,affeag1,12.456
XC274009.ogg,affeag1,13.00896875
XC282069.ogg,affeag1,12.38203125
XC282070.ogg,affeag1,104.04571875
XC289490.ogg,affeag1,5.56409375
XC294654.ogg,affeag1,2.29878125
XC294899.ogg,affeag1,9.0645
XC297600.ogg,affeag1,18.15509375
XC307185.ogg,affeag1,10.8
XC309386.ogg,affeag1,8.568
XC333167.ogg,affeag1,24.79021875
XC340514.ogg,affeag1,27.096
XC378540.ogg,affeag1,30.87675
XC378779.ogg,affeag1,54.59590625
XC397637.ogg,affeag1,7.053
XC397803.ogg,affeag1,8.176
XC447211.ogg,affeag1,6.60896875
XC447320.ogg,affeag1,21.028
XC481956.ogg,affeag1,5.712
XC505562.ogg,affeag1,7.91509375
XC507080.ogg,affeag1,10.7363125
XC508621.ogg,affeag1,7.653
XC515840.ogg,affeag1,11.424
XC515841.ogg,affeag1,6.888
XC515842.ogg,affeag1,50.688
XC515958.ogg,affeag1,15.312
XC515964.ogg,affeag1,30.888
XC515965.ogg,affeag1,16.944
XC517384.ogg,affeag1,2.496
XC517395.ogg,affeag1,5.568
XC517396.ogg,affeag1,3.792
XC517397.ogg,affeag1,7.176
XC517404.ogg,affeag1,3.36
XC517405.ogg,affeag1,6.168
XC517406.ogg,affeag1,18.072
XC517407.ogg,affeag1,13.488
XC517408.ogg,affeag1,11.376
XC556786.ogg,affeag1,8.751
XC56499.ogg,affeag1,4.75428125
XC594373.ogg,affeag1,8.306
XC662581.ogg,affeag1,38.06040625
XC682061.ogg,affeag1,6.984
XC750208.ogg,affeag1,4.93715625
XC750214.ogg,affeag1,2.56
XC134487.ogg,afgfly1,16.35265625
XC267773.ogg,afgfly1,19.392
XC267774.ogg,afgfly1,17.4
XC344741.ogg,afgfly1,21.2375625
XC397762.ogg,afgfly1,60.29
XC609474.ogg,afgfly1,5.472
XC609492.ogg,afgfly1,23.5363125
XC609493.ogg,afgfly1,7.0791875
XC156639.ogg,afghor1,37.198375
XC169690.ogg,afghor1,11.15428125
XC174843.ogg,afghor1,40.3069375
XC194520.ogg,afghor1,76.773875
XC196514.ogg,afghor1,12.0685625
XC200577.ogg,afghor1,19.9314375
XC200734.ogg,afghor1,58.2530625
XC215421.ogg,afghor1,32.712
XC215422.ogg,afghor1,38.424
XC239842.ogg,afghor1,27.32409375
XC246634.ogg,afghor1,88.11103125
XC283019.ogg,afghor1,26.448
XC289284.ogg,afghor1,126.45878125
XC292595.ogg,afghor1,17.3714375
XC294658.ogg,afghor1,27.5591875
XC297425.ogg,afghor1,38.03428125
XC315438.ogg,afghor1,46.26284375
XC315563.ogg,afghor1,2.14203125
XC317041.ogg,afghor1,89.80896875
XC317569.ogg,afghor1,25.99184375
XC322741.ogg,afghor1,59.76815625
XC343626.ogg,afghor1,55.6408125
XC351014.ogg,afghor1,25.31265625
XC357012.ogg,afghor1,52.349
XC360437.ogg,afghor1,16.22203125
XC390748.ogg,afghor1,99.2130625
XC396053.ogg,afghor1,100.5714375
XC396054.ogg,afghor1,40.51590625
XC396075.ogg,afghor1,8.62040625
XC398342.ogg,afghor1,18.233
XC400189.ogg,afghor1,19.2
XC402149.ogg,afghor1,12.336
XC403571.ogg,afghor1,9.116
XC419777.ogg,afghor1,15.229
XC441080.ogg,afghor1,15.744
XC441081.ogg,afghor1,50.208
XC444350.ogg,afghor1,7.1836875
XC460482.ogg,afghor1,51.072
XC460848.ogg,afghor1,10.971
XC460849.ogg,afghor1,31.242
XC476156.ogg,afghor1,45.818
XC476618.ogg,afghor1,21.733
XC498605.ogg,afghor1,56.328
XC514752.ogg,afghor1,40.62
XC520417.ogg,afghor1,11.859
XC531787.ogg,afghor1,33.253
XC531789.ogg,afghor1,14.053
XC546617.ogg,afghor1,15.504
XC56586.ogg,afghor1,9.5869375
XC591015.ogg,afghor1,4.872
XC594010.ogg,afghor1,2.736
XC597172.ogg,afghor1,65.088
XC601838.ogg,afghor1,4.17959375
XC601839.ogg,afghor1,23.5885625
XC607737.ogg,afghor1,14.733
XC619569.ogg,afghor1,8.616
XC637543.ogg,afghor1,25.0514375
XC640727.ogg,afghor1,11.441625
XC640824.ogg,afghor1,9.5869375
XC640828.ogg,afghor1,6.00815625
XC652330.ogg,afghor1,26.69715625
XC676955.ogg,afghor1,7.992
XC697056.ogg,afghor1,22.7
XC697063.ogg,afghor1,25.338
XC700782.ogg,afghor1,47.490625
XC715824.ogg,afghor1,32.026
XC720728.ogg,afghor1,25.4955
XC722829.ogg,afghor1,142.8
XC746513.ogg,afghor1,9.792
XC746525.ogg,afghor1,26.592
XC746526.ogg,afghor1,12.912
XC746527.ogg,afghor1,41.976
XC115649.ogg,afmdov1,17.58040625
XC116327.ogg,afmdov1,19.7485625
XC157011.ogg,afmdov1,14.053875
XC157421.ogg,afmdov1,21.6
XC172188.ogg,afmdov1,76.0424375
XC174844.ogg,afmdov1,20.14040625
XC195016.ogg,afmdov1,21.6555
XC212554.ogg,afmdov1,18.31184375
XC213642.ogg,afmdov1,70.11265625
XC213643.ogg,afmdov1,14.5763125
XC213644.ogg,afmdov1,70.34775
XC234382.ogg,afmdov1,51.61796875
XC235182.ogg,afmdov1,56.8946875
XC252765.ogg,afmdov1,7.96734375
XC267174.ogg,afmdov1,50.448
XC289556.ogg,afmdov1,36.5714375
XC294220.ogg,afmdov1,17.841625
XC294713.ogg,afmdov1,29.570625
XC304751.ogg,afmdov1,19.92
XC304753.ogg,afmdov1,16.992
XC305766.ogg,afmdov1,23.904
XC307341.ogg,afmdov1,15.9346875
XC324309.ogg,afmdov1,30.0669375
XC350233.ogg,afmdov1,52.558
XC396322.ogg,afmdov1,15.20325
XC398464.ogg,afmdov1,34.768
XC398467.ogg,afmdov1,25.469
XC419928.ogg,afmdov1,11.376
XC425896.ogg,afmdov1,39.732
XC441089.ogg,afmdov1,35.112
XC447212.ogg,afmdov1,26.67103125
XC447503.ogg,afmdov1,26.488
XC472382.ogg,afmdov1,27.689
XC496970.ogg,afmdov1,3.78775
XC530750.ogg,afmdov1,111.804
XC603594.ogg,afmdov1,283.8
XC713456.ogg,afmdov1,261.336
XC116188.ogg,afpfly1,31.52978125
XC153590.ogg,afpfly1,12.878375
XC153919.ogg,afpfly1,7.26203125
XC156644.ogg,afpfly1,61.466125
XC195519.ogg,afpfly1,7.0008125
XC202633.ogg,afpfly1,9.79590625
XC205891.ogg,afpfly1,37.7469375
XC205892.ogg,afpfly1,59.84653125
XC206451.ogg,afpfly1,25.1036875
XC207978.ogg,afpfly1,4.25796875
XC234828.ogg,afpfly1,6.34775
XC237229.ogg,afpfly1,6.2955
XC246293.ogg,afpfly1,10.55346875
XC246295.ogg,afpfly1,23.1445
XC246403.ogg,afpfly1,23.7714375
XC247669.ogg,afpfly1,15.09878125
XC247751.ogg,afpfly1,9.5608125
XC253053.ogg,afpfly1,19.56
XC253590.ogg,afpfly1,159.55590625
XC267101.ogg,afpfly1,58.906125
XC286721.ogg,afpfly1,5.544
XC288877.ogg,afpfly1,14.7591875
XC289386.ogg,afpfly1,33.410625
XC289481.ogg,afpfly1,31.52978125
XC291809.ogg,afpfly1,21.0546875
XC292771.ogg,afpfly1,9.40409375
XC294067.ogg,afpfly1,44.16
XC307190.ogg,afpfly1,36.696
XC307535.ogg,afpfly1,36.384
XC315499.ogg,afpfly1,5.53796875
XC315873.ogg,afpfly1,30.51103125
XC317922.ogg,afpfly1,28.9175625
XC323329.ogg,afpfly1,58.848
XC326417.ogg,afpfly1,6.321
XC326421.ogg,afpfly1,7.81
XC326424.ogg,afpfly1,9.404
XC34027.ogg,afpfly1,52.610625
XC364501.ogg,afpfly1,23.88
XC364503.ogg,afpfly1,15.888
XC370969.ogg,afpfly1,36.858
XC371227.ogg,afpfly1,13.9755
XC371338.ogg,afpfly1,47.59509375
XC372187.ogg,afpfly1,44.43428125
XC372188.ogg,afpfly1,34.586125
XC390755.ogg,afpfly1,35.89225
XC390818.ogg,afpfly1,25.344
XC392042.ogg,afpfly1,23.118
XC392769.ogg,afpfly1,13.949375
XC397157.ogg,afpfly1,40.4636875
XC397158.ogg,afpfly1,33.149375
XC398514.ogg,afpfly1,41.273
XC398597.ogg,afpfly1,41.665
XC399129.ogg,afpfly1,6.008
XC400159.ogg,afpfly1,34.704
XC418708.ogg,afpfly1,8.04571875
XC440707.ogg,afpfly1,61.968
XC442489.ogg,afpfly1,30.43265625
XC444174.ogg,afpfly1,15.59509375
XC445339.ogg,afpfly1,13.688
XC445342.ogg,afpfly1,55.457
XC445344.ogg,afpfly1,8.176
XC445347.ogg,afpfly1,12.512
XC454899.ogg,afpfly1,8.04571875
XC459009.ogg,afpfly1,43.70284375
XC470597.ogg,afpfly1,99.89225
XC470598.ogg,afpfly1,103.68
XC475513.ogg,afpfly1,25.234
XC487434.ogg,afpfly1,22.282
XC489225.ogg,afpfly1,17.88
XC489842.ogg,afpfly1,70.584
XC507541.ogg,afpfly1,24.03265625
XC508494.ogg,afpfly1,90.69715625
XC526087.ogg,afpfly1,24.432
XC528685.ogg,afpfly1,21.812
XC530189.ogg,afpfly1,6.888
XC534084.ogg,afpfly1,57.364
XC540729.ogg,afpfly1,11.232
XC575123.ogg,afpfly1,49.8155
XC575124.ogg,afpfly1,60.029375
XC600408.ogg,afpfly1,67.604
XC600826.ogg,afpfly1,6.974
XC603822.ogg,afpfly1,24.398
XC604703.ogg,afpfly1,14.706
XC606055.ogg,afpfly1,17.24
XC608658.ogg,afpfly1,107.568
XC610653.ogg,afpfly1,7.992
XC619280.ogg,afpfly1,18.312
XC627664.ogg,afpfly1,6.024
XC640812.ogg,afpfly1,55.7975625
XC656287.ogg,afpfly1,117.12
XC664561.ogg,afpfly1,48.816
XC664562.ogg,afpfly1,185.016
XC666530.ogg,afpfly1,27.36
XC666759.ogg,afpfly1,44.208
XC667065.ogg,afpfly1,165.648
XC667125.ogg,afpfly1,126.6
XC684439.ogg,afpfly1,42.475
XC686270.ogg,afpfly1,8.952
XC688180.ogg,afpfly1,30.746
XC695162.ogg,afpfly1,7.732
XC704564.ogg,afpfly1,21.76
XC714187.ogg,afpfly1,2.089
XC748203.ogg,afpfly1,1.176
XC749025.ogg,afpfly1,24.08490625
XC704863.ogg,afpkin1,7.752
XC117150.ogg,afpwag1,17.4236875
XC118441.ogg,afpwag1,22.12571875
XC125137.ogg,afpwag1,56.8946875
XC126570.ogg,afpwag1,22.75265625
XC131306.ogg,afpwag1,35.89225
XC131307.ogg,afpwag1,42.71021875
XC131308.ogg,afpwag1,42.9191875
XC137760.ogg,afpwag1,73.704
XC153426.ogg,afpwag1,25.573875
XC153685.ogg,afpwag1,25.730625
XC157013.ogg,afpwag1,2.0636875
XC18223.ogg,afpwag1,12.38203125
XC190173.ogg,afpwag1,18.4685625
XC200611.ogg,afpwag1,33.9069375
XC201382.ogg,afpwag1,12.85225
XC201442.ogg,afpwag1,5.32896875
XC233910.ogg,afpwag1,23.51021875
XC233911.ogg,afpwag1,16.43103125
XC240884.ogg,afpwag1,21.76
XC244445.ogg,afpwag1,3.970625
XC246213.ogg,afpwag1,15.288
XC268616.ogg,afpwag1,57.768
XC281988.ogg,afpwag1,126.40653125
XC288721.ogg,afpwag1,14.158375
XC289608.ogg,afpwag1,29.304
XC293901.ogg,afpwag1,54.23021875
XC293961.ogg,afpwag1,22.909375
XC322188.ogg,afpwag1,22.728
XC323352.ogg,afpwag1,58.8
XC332024.ogg,afpwag1,28.8914375
XC341759.ogg,afpwag1,44.4
XC366687.ogg,afpwag1,59.533
XC370112.ogg,afpwag1,60.31675
XC370113.ogg,afpwag1,18.4424375
XC370905.ogg,afpwag1,60.055
XC374428.ogg,afpwag1,4.032
XC375311.ogg,afpwag1,17.016
XC378616.ogg,afpwag1,14.232
XC392051.ogg,afpwag1,42.344
XC396348.ogg,afpwag1,27.68978125
XC397161.ogg,afpwag1,12.1730625
XC399736.ogg,afpwag1,101.224
XC401817.ogg,afpwag1,35.52653125
XC402106.ogg,afpwag1,31.55590625
XC402298.ogg,afpwag1,13.2963125
XC403666.ogg,afpwag1,60.029375
XC404402.ogg,afpwag1,39.601
XC419349.ogg,afpwag1,23.09225
XC420022.ogg,afpwag1,23.304
XC426276.ogg,afpwag1,35.213
XC428257.ogg,afpwag1,6.034
XC429064.ogg,afpwag1,3.918375
XC431274.ogg,afpwag1,26.3575625
XC432505.ogg,afpwag1,26.69715625
XC433299.ogg,afpwag1,74.47509375
XC442060.ogg,afpwag1,60.891
XC444607.ogg,afpwag1,55.588
XC45501.ogg,afpwag1,89.65225
XC455551.ogg,afpwag1,3.44815625
XC469707.ogg,afpwag1,51.6963125
XC469708.ogg,afpwag1,35.52653125
XC475106.ogg,afpwag1,60.7869375
XC502733.ogg,afpwag1,31.2685625
XC503795.ogg,afpwag1,51.504
XC532296.ogg,afpwag1,31.392
XC591622.ogg,afpwag1,20.112
XC591623.ogg,afpwag1,49.272
XC601792.ogg,afpwag1,6.24
XC603387.ogg,afpwag1,29.52
XC603388.ogg,afpwag1,19.512
XC606913.ogg,afpwag1,45.087
XC606914.ogg,afpwag1,138.187
XC606916.ogg,afpwag1,6.844
XC608028.ogg,afpwag1,4.5191875
XC608513.ogg,afpwag1,25.939
XC610243.ogg,afpwag1,34.74284375
XC620809.ogg,afpwag1,16.431
XC658249.ogg,afpwag1,46.104
XC669331.ogg,afpwag1,14.856
XC718346.ogg,afpwag1,30.816
XC745648.ogg,afpwag1,3.186
XC115984.ogg,afrgos1,32.16
XC115986.ogg,afrgos1,29.136
XC115988.ogg,afrgos1,32.64
XC115990.ogg,afrgos1,38.424
XC123946.ogg,afrgos1,27.912
XC125108.ogg,afrgos1,46.416
XC147873.ogg,afrgos1,5.06775
XC177121.ogg,afrgos1,15.438375
XC265441.ogg,afrgos1,18.72
XC267463.ogg,afrgos1,58.93225
XC289502.ogg,afrgos1,30.1714375
XC317870.ogg,afrgos1,36.384
XC336458.ogg,afrgos1,37.728
XC350903.ogg,afrgos1,21.94284375
XC367462.ogg,afrgos1,20.453875
XC374358.ogg,afrgos1,30.066
XC400373.ogg,afrgos1,14.6024375
XC418707.ogg,afrgos1,14.6024375
XC440295.ogg,afrgos1,41.88
XC440296.ogg,afrgos1,14.016
XC442057.ogg,afrgos1,30.693
XC470600.ogg,afrgos1,40.75103125
XC514892.ogg,afrgos1,35.064
XC514893.ogg,afrgos1,36.768
XC515236.ogg,afrgos1,43.92
XC515237.ogg,afrgos1,180.216
XC515238.ogg,afrgos1,78.84
XC515239.ogg,afrgos1,25.152
XC515241.ogg,afrgos1,26.016
XC515340.ogg,afrgos1,20.952
XC515341.ogg,afrgos1,23.928
XC515667.ogg,afrgos1,45.36
XC516514.ogg,afrgos1,112.68
XC516545.ogg,afrgos1,62.448
XC516698.ogg,afrgos1,128.928
XC516786.ogg,afrgos1,25.296
XC517330.ogg,afrgos1,170.184
XC522590.ogg,afrgos1,20.897
XC633745.ogg,afrgos1,90.48
XC633968.ogg,afrgos1,209.232
XC633970.ogg,afrgos1,90.96
XC633977.ogg,afrgos1,27.792
XC633982.ogg,afrgos1,50.28
XC634001.ogg,afrgos1,26.952
XC634015.ogg,afrgos1,39.0
XC634016.ogg,afrgos1,40.68
XC652454.ogg,afrgos1,55.92815625
XC660394.ogg,afrgos1,21.838375
XC664994.ogg,afrgos1,17.736
XC667105.ogg,afrgos1,27.794
XC682153.ogg,afrgos1,21.002
XC690375.ogg,afrgos1,62.0146875
XC712458.ogg,afrgos1,25.312
XC718285.ogg,afrgos1,76.46
XC745559.ogg,afrgos1,20.496
XC755400.ogg,afrgos1,13.63590625
XC755402.ogg,afrgos1,45.79265625
